# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:21:26+08:00
Warning: Permanently added '100.121.87.73' (ED25519) to the list of known hosts.
printf：用法： printf [-v var] 格式 [参数]
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 290096 675676 1381632    0    0     0     0  788 1245  1  1 99  0  0
 0  0      0 290344 675676 1381632    0    0     0     0  727 1080  0  0 99  0  0
 0  0      0 290096 675676 1381632    0    0     0     4 1141 1719  1  1 99  0  0
 0  0      0 290344 675676 1381632    0    0     0    16  903 1419  1  1 98  0  0
 0  0      0 290096 675676 1381632    0    0     0     0  648 1032  0  0 100  0  0
 0  0      0 290348 675676 1381632    0    0     0     0  856 1300  0  0 99  0  0
 0  0      0 290096 675676 1381632    0    0     0     0  834 1336  1  1 98  0  0
 0  0      0 290348 675676 1381632    0    0     0     0  971 1420  0  0 99  0  0
 0  0      0 290348 675676 1381632    0    0     0     0  738 1167  0  0 100  0  0
 0  0      0 290096 675676 1381632    0    0     0     0 1175 1891  1  1 98  0  0
 1  0      0 290096 675676 1381632    0    0     0     0  693 1105  0  0 100  0  0
