# remote_host=100.121.87.73
# vmstat_interval_seconds=1
# started_local=2026-03-12T15:21:42+08:00
# started_remote=2026-03-12T15:21:42+08:00
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 12588768   1776 791384    0    0     0     0  622  937  0  0 100  0  0  0
 0  0      0 12588528   1784 791380    0    0     0    56 1351 2279  0  0 99  0  0  0
 0  0      0 12588528   1784 791380    0    0     0     0  118  208  0  0 100  0  0  0
 0  0      0 12599468    580 783340    0    0  1624     0 1510 2469  0  1 98  1  0  0
 0  0      0 12599376    580 783344    0    0     0     0  161  259  0  0 100  0  0  0
 0  0      0 12599376    580 784620    0    0  1280   112 1391 2365  0  1 99  0  0  0
 0  0      0 12599124    588 784620    0    0     0    76  168  231  0  0 99  1  0  0
 0  0      0 12598620    588 784620    0    0     0     0 1310 2217  0  1 99  0  0  0
 0  0      0 12598620    720 784628    0    0   132     0  300  433  0  0 99  0  0  0
 0  0      0 12598368    720 784644    0    0     0     0 1090 2217  0  0 99  0  0  0
 0  0      0 12598368    720 784640    0    0     0    12  203  306  0  0 100  0  0  0
 0  0      0 12596856    728 784640    0    0     0    32 1077 2206  0  1 99  1  0  0
 0  0      0 12597108    728 784636    0    0     0     0  141  244  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12597360    728 784632    0    0     0     0 1090 2256  0  1 99  0  0  0
 1  0      0 12597108    860 784648    0    0   148     0  164  252  0  0 100  0  0  0
 0  0      0 12595856    860 784648    0    0     0     0 1142 2226  0  0 99  0  0  0
 0  0      0 12596352    868 784652    0    0     0    72  207  299  0  0 100  0  0  0
 0  0      0 12595848    868 784652    0    0     0     0 1119 2244  0  0 99  0  0  0
 0  0      0 12596100    868 784656    0    0     0     0  192  299  0  0 100  0  0  0
 0  0      0 12595596   1004 784516    0    0   136     0 1294 2445  0  0 99  0  0  0
 0  0      0 12596604   1004 784668    0    0     0     0  394  535  0  0 100  0  0  0
 0  0      0 12577680   1720 790464    0    0  6768    92 1933 3462  2  1 96  2  0  0
 0  0      0 12575728   1732 791028    0    0   464    80  820 1054  0  0 99  1  0  0
 0  0      0 12573712   1732 791248    0    0     0     0 1051 2631  0  1 99  0  0  0
 0  0      0 12573460   1732 791240    0    0     0     0  173  247  0  0 100  0  0  0
 0  0      0 12573508   1732 791240    0    0     0     0  539 2073  0  0 99  0  0  0
 0  0      0 12574216   1740 791232    0    0     0   188  270  262  0  0 100  0  0  0
 1  0      0 12572452   1740 791232    0    0     0    72  591  827  0  0 99  0  0  0
 0  0      0 12571192   1740 791248    0    0     0     0 1322 2703  0  1 99  0  0  0
 0  0      0 12571192   1740 791248    0    0     0     0  146  235  0  0 100  0  0  0
 0  0      0 12570688   1740 791244    0    0     0     0 1339 2585  0  1 99  0  0  0
 0  0      0 12570688   1748 791244    0    0     0    32  272  415  0  0 100  0  0  0
 0  0      0 12569932   1884 791252    0    0   144     0 1485 2486  0  1 99  0  0  0
 0  0      0 12569932   1884 791252    0    0     0    16  308  435  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12571288   1884 791240    0    0     0     0 1503 2545  0  1 99  0  0  0
 0  0      0 12571036   1884 791240    0    0     0     0  341  499  0  0 100  0  0  0
 0  0      0 12571036   1892 791240    0    0     0    40 1446 2410  0  1 98  1  0  0
 0  0      0 12571036   1892 791240    0    0     0     0  185  252  0  0 100  0  0  0
 0  0      0 12570784   1892 791248    0    0     0    28 1430 2393  0  0 99  0  0  0
 0  0      0 12570784   1892 791248    0    0     0     0  183  287  0  0 100  0  0  0
 0  0      0 12570784   1892 791248    0    0     0     0 1364 2317  0  0 99  0  0  0
 0  0      0 12570784   1900 791248    0    0     0    48  211  290  0  0 99  1  0  0
 0  0      0 12570784   1900 791248    0    0     0     0 1305 2228  0  1 99  0  0  0
 0  0      0 12570784   1900 791248    0    0     0     0  138  195  0  0 100  0  0  0
 0  0      0 12569524   1900 791256    0    0     0    36 1174 2228  0  1 99  0  0  0
 0  0      0 12569524   1900 791256    0    0     0     0  172  278  0  0 100  0  0  0
 0  0      0 12569524   1908 791240    0    0     0    36 1120 2294  0  1 99  0  0  0
 0  0      0 12569524   1908 791240    0    0     0     0  172  266  0  0 100  0  0  0
 0  0      0 12569020   1908 791240    0    0     0     0 1082 2250  0  1 99  0  0  0
 1  0      0 12569020   1920 791240    0    0    12    24  214  279  0  0 100  0  0  0
 0  0      0 12569272   1920 791240    0    0     0     0 1288 2400  0  1 99  0  0  0
 0  0      0 12569272   1932 791308    0    0    68    44  577  763  0  0 100  0  0  0
 0  0      0 12569020   1932 791316    0    0     0     0 1222 2280  0  0 99  0  0  0
 0  0      0 12569020   1932 791316    0    0     0     0  199  281  0  0 100  0  0  0
 0  0      0 12568516   1932 791316    0    0     0     0 1460 2357  0  1 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12568516   1932 791316    0    0     0    88  251  323  0  0 99  0  0  0
 0  0      0 12568796   1940 791312    0    0     0    52 1435 2379  0  1 98  1  0  0
 0  0      0 12568796   1940 791312    0    0     0     0  111  158  0  0 100  0  0  0
 1  0      0 12569048   1940 791312    0    0     0     0  971 1710  0  0 100  0  0  0
 0  0      0 12572464   1940 791312    0    0     0     0  496  710  0  0 100  0  0  0
 0  0      0 12572860   1940 791296    0    0     0    88  176  240  0  0 100  0  0  0
 0  0      0 12572356   1948 791296    0    0     0    40 1317 2211  0  0 98  1  0  0
 0  0      0 12572608   1948 791296    0    0     0     4  172  261  0  0 100  0  0  0
 0  0      0 12571348   1948 791296    0    0     0     0 1331 2234  0  0 99  0  0  0
 0  0      0 12571316   1948 791296    0    0     0     0  204  291  0  0 100  0  0  0
 0  0      0 12570828   1948 791296    0    0     0    28 1509 2375  0  1 99  0  0  0
 0  0      0 12571064   1956 791300    0    0     0    40  156  213  0  0 99  1  0  0
 0  0      0 12571064   1960 791300    0    0     8     0 1358 2311  0  1 99  0  0  0
 0  0      0 12571064   1960 791300    0    0     0     0  186  263  0  0 100  0  0  0
 0  0      0 12570560   1960 791300    0    0     0     0 1366 2308  0  1 99  0  0  0
 0  0      0 12570560   1960 791304    0    0     0    28  252  391  0  0 100  0  0  0
 0  0      0 12692260   1968 791312    0    0     0    52 1718 2702  2  1 96  1  0  0
 0  0      0 12692644   1968 791308    0    0     0     0  239  338  0  0 100  0  0  0
 0  0      0 12692264   1968 791304    0    0     0     0 1344 2295  0  1 99  0  0  0
 0  0      0 12692140   1968 791304    0    0     0     0  212  300  0  0 100  0  0  0
 0  0      0 12691888   1968 791312    0    0     0     0 1373 2311  0  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 12692140   1976 791312    0    0     0    68  206  286  0  0 99  1  0  0
 0  0      0 12692140   1976 791308    0    0     0     0 1377 2273  0  1 99  0  0  0
 0  0      0 12692392   1976 791312    0    0     0     0  206  315  0  0 100  0  0  0
 0  0      0 12691888   1976 791308    0    0     0     0 1392 2292  0  1 99  0  0  0
 0  0      0 12692908   1976 791304    0    0     0     0  314  426  0  0 100  0  0  0
 0  0      0 12691904   1984 791292    0    0     0    76 1509 2545  0  1 98  1  0  0
 0  0      0 12691904   1984 791304    0    0     0     0  769 1051  0  0 100  0  0  0
 0  0      0 12692912   1984 791308    0    0     0     0 1992 3357  0  1 99  0  0  0
 0  0      0 12693164   1984 791316    0    0     0     0  173  260  0  0 100  0  0  0
 0  0      0 12691904   1984 791312    0    0     0     0 1178 2340  0  0 99  0  0  0
 0  0      0 12691904   2008 791312    0    0    16    44  275  375  0  0 99  1  0  0
 0  0      0 12691400   2008 791312    0    0     0    44 1675 2823  1  1 98  0  0  0
 0  0      0 12692408   2008 791316    0    0     0    72  640  782  0  0 100  0  0  0
 0  0      0 12692408   2008 791316    0    0     0     0  188  302  0  0 100  0  0  0
 0  0      0 12692668   2008 791312    0    0     0     0 1368 2329  0  1 99  0  0  0
 0  0      0 12692912   2016 791300    0    0     0    52  208  308  0  0 99  1  0  0
 0  0      0 12692912   2016 791308    0    0     0    40 1349 2318  0  1 99  0  0  0
 0  0      0 12693164   2016 791308    0    0     0     0  179  257  0  0 100  0  0  0
 0  0      0 12696488   2016 791312    0    0     0     0 1365 2323  0  1 99  0  0  0
 0  0      0 12696236   2016 791316    0    0     0     0  238  374  0  0 100  0  0  0
 0  0      0 12695732   2024 791304    0    0     0    32 1310 2295  0  1 98  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12695732   2024 791312    0    0     0     0  192  320  0  0 100  0  0  0
 0  0      0 12695732   2024 791312    0    0     0    16 1389 2331  0  1 99  0  0  0
 0  0      0 12695732   2024 791312    0    0     0     0  165  253  0  0 100  0  0  0
 0  0      0 12695732   2024 791308    0    0     0     0 1347 2351  0  1 99  0  0  0
 0  0      0 12695984   2032 791300    0    0     0    60  231  343  0  0 99  1  0  0
 0  0      0 12694724   2032 791308    0    0     0     0 1363 2342  0  0 99  0  0  0
 0  0      0 12694724   2032 791308    0    0     0    16  202  283  0  0 100  0  0  0
 0  0      0 12693716   2032 791308    0    0     0     0 1439 2461  0  1 99  0  0  0
 0  0      0 12693716   2032 791308    0    0     0     0  175  277  0  0 100  0  0  0
 0  0      0 12693464   2040 791308    0    0     0    28 1338 2330  0  1 99  1  0  0
 0  0      0 12693464   2040 791316    0    0     0     0  237  365  0  0 100  0  0  0
 0  0      0 12693464   2040 791320    0    0     0     0 1312 2283  0  1 99  0  0  0
 0  0      0 12693464   2040 791320    0    0     0    20  196  288  0  0 100  0  0  0
 0  0      0 12694724   2040 791316    0    0     0     0 1483 2495  0  1 99  0  0  0
 0  0      0 12694724   2048 791320    0    0     0   100  206  284  0  0 100  0  0  0
 0  0      0 12693968   2048 791320    0    0     0    68 1374 2312  0  1 99  0  0  0
 0  0      0 12693968   2048 791320    0    0     0     0  197  281  0  0 100  0  0  0
 0  0      0 12693968   2048 791320    0    0     0    20 1352 2271  0  0 99  0  0  0
 2  0      0 12693968   2048 791320    0    0     0     0  156  231  0  0 100  0  0  0
 0  0      0 12693464   2056 791320    0    0     0    52 1343 2346  0  1 98  1  0  0
 0  0      0 12693968   2056 791320    0    0     0     0  191  241  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 12693716   2056 791324    0    0     0     0  311  469  0  0 100  0  0  0
 0  0      0 12694220   2056 791324    0    0     0     0 1114 2000  0  0 99  0  0  0
 0  0      0 12694220   2056 791320    0    0     0    16  197  303  0  0 100  0  0  0
 0  0      0 12693716   2064 791312    0    0     0    84 1308 2267  0  0 99  0  0  0
 0  0      0 12693968   2064 791320    0    0     0     0  163  267  0  0 100  0  0  0
 0  0      0 12693968   2064 791320    0    0     0     0 1309 2259  0  0 99  0  0  0
 0  0      0 12693676   2064 791320    0    0     0     0  208  310  0  0 100  0  0  0
 0  0      0 12692920   2064 791320    0    0     0    16 1318 2315  0  1 99  0  0  0
 0  0      0 12693932   2072 791320    0    0     0    28  228  339  0  0 99  1  0  0
 0  0      0 12694436   2072 791324    0    0     0     0 1097 2270  0  1 99  0  0  0
 0  0      0 12694688   2072 791332    0    0     0     0  194  300  0  0 100  0  0  0
 0  0      0 12694704   2072 791332    0    0     0     0 1081 2239  0  0 99  0  0  0
 0  0      0 12695192   2072 791328    0    0     0     0  164  263  0  0 100  0  0  0
 0  0      0 12694688   2080 791320    0    0     0   116 1224 2383  0  0 99  1  0  0
 0  0      0 12694940   2080 791332    0    0     0     0  259  386  0  0 100  0  0  0
 0  0      0 12694688   2080 791332    0    0     0     0 1075 2214  0  1 99  0  0  0
 0  0      0 12694688   2080 791328    0    0     0     0  213  327  0  0 100  0  0  0
 0  0      0 12694436   2080 791328    0    0     0     0 1100 2262  0  1 99  0  0  0
 0  0      0 12694688   2088 791328    0    0     0    60  212  318  0  0 99  1  0  0
 0  0      0 12694436   2088 791328    0    0     0    64 1123 2297  0  1 99  0  0  0
 0  0      0 12694436   2088 791332    0    0     0     0  165  262  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12694184   2088 791336    0    0     0     0 1318 2288  0  1 99  0  0  0
 0  0      0 12694688   2088 791332    0    0     0     0  277  415  0  0 100  0  0  0
 0  0      0 12696248   2096 791332    0    0     0    68 1427 2547  1  1 98  1  0  0
 0  0      0 12695996   2096 791332    0    0     0    16  636  879  0  0 100  0  0  0
 0  0      0 12694736   2096 791344    0    0     0     0 1791 2911  0  1 99  0  0  0
 0  0      0 12694736   2096 791344    0    0     0     0  158  248  0  0 100  0  0  0
 0  0      0 12698304   2096 791328    0    0     0     0 1323 2293  0  0 99  0  0  0
 0  0      0 12698052   2104 791344    0    0     0    28  222  313  0  0 99  1  0  0
 1  0      0 12697304   2104 791344    0    0     0    16 1675 2863  0  0 99  0  0  0
 1  0      0 12695784   2104 791336    0    0     0     0  674  908  0  0 100  0  0  0
 0  0      0 12695784   2104 791336    0    0     0     4  179  294  0  0 100  0  0  0
 0  0      0 12695280   2104 791332    0    0     0     0 1350 2340  0  1 99  0  0  0
 0  0      0 12695280   2112 791336    0    0     0    96  220  308  0  0 98  1  0  0
 0  0      0 12694020   2112 791332    0    0     0     0 1067 2190  0  0 99  0  0  0
 0  0      0 12694020   2112 791332    0    0     0     0  177  253  0  0 100  0  0  0
 0  0      0 12693364   2112 791336    0    0     0     0 1131 2294  0  1 99  0  0  0
 0  0      0 12693112   2112 791336    0    0     0     0  240  329  0  0 100  0  0  0
 0  0      0 12692104   2120 791332    0    0     0    88 1153 2302  0  1 98  1  0  0
 0  0      0 12692356   2120 791336    0    0     0     0  304  468  0  0 100  0  0  0
 0  0      0 12692104   2120 791336    0    0     0     0 1422 2373  0  1 99  0  0  0
 0  0      0 12692104   2120 791332    0    0     0     0  167  248  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 12692104   2120 791332    0    0     0     0 1331 2291  0  1 99  0  0  0
 0  0      0 12692104   2128 791324    0    0     0    44  215  313  0  0 99  1  0  0
 0  0      0 12691600   2128 791332    0    0     0   104 1100 2282  0  0 99  0  0  0
 0  0      0 12691600   2128 791332    0    0     0     0  163  251  0  0 100  0  0  0
 0  0      0 12691096   2128 791332    0    0     0     0 1327 2293  0  0 100  0  0  0
 0  0      0 12691096   2128 791332    0    0     0     0  158  233  0  0 100  0  0  0
 0  0      0 12691108   2136 791332    0    0     0    44 1349 2325  0  1 99  1  0  0
 1  0      0 12691108   2136 791332    0    0     0    32  178  265  0  0 100  0  0  0
 0  0      0 12690860   2136 791332    0    0     0     0 1313 2325  0  0 99  0  0  0
 0  0      0 12690608   2136 791336    0    0     0     0  151  231  0  0 100  0  0  0
 0  0      0 12691112   2136 791332    0    0     0     0 1422 2392  0  1 99  0  0  0
 0  0      0 12691112   2144 791332    0    0     0    36  197  284  0  0 99  1  0  0
 0  0      0 12691112   2144 791336    0    0     0     0 1330 2320  0  0 99  0  0  0
 0  0      0 12691112   2144 791340    0    0     0    28  166  238  0  0 100  0  0  0
 0  0      0 12690608   2144 791340    0    0     0     0 1316 2279  0  1 99  0  0  0
